,listing_id,host_name,last_review,price,nbhood_full,description,room_type,borough,neighborhood
5276,9328578,Tanya,2019-06-04,230,"Manhattan, Harlem","Sleeps 5, 2.5 bedrooms. Families or small group.",entire home/apt,Manhattan,Harlem
5277,9329015,Faruk,2019-05-14,250,"Manhattan, East Harlem",MANHATTAN SWEET 2 Bd/3Bd DEAL,entire home/apt,Manhattan,East Harlem
5278,9331114,Jeff,2019-03-25,140,"Brooklyn, Williamsburg",Bright One Bedroom in Williamsburg,entire home/apt,Brooklyn,Williamsburg
5279,9331520,Autumn,2019-07-01,165,"Brooklyn, Bedford-Stuyvesant",Large Brooklyn Apartment In Townhouse,entire home/apt,Brooklyn,Bedford-Stuyvesant
5280,9331671,Kevin,2019-06-17,175,"Manhattan, Lower East Side",Essential Lower East Side,entire home/apt,Manhattan,Lower East Side
5281,9332872,David  & Nancy,2019-06-18,209,"Brooklyn, Carroll Gardens",Charming Carroll Gardens 2 BR,entire home/apt,Brooklyn,Carroll Gardens
5282,9334185,Marisol,2019-06-23,75,"Bronx, Kingsbridge",Trendy but cozy private bdrm & bath,private room,Bronx,Kingsbridge
5283,9342019,Benjamin,2019-03-24,144,"Queens, Jackson Heights",Cozy 2 Bedroom in Historic District,entire home/apt,Queens,Jackson Heights
5284,9343634,Benjamin,2019-06-20,209,"Manhattan, Kips Bay",Private Bedroom in Luxury Highrise,private room,Manhattan,Kips Bay
5285,9348111,Scott,2019-06-30,161,"Brooklyn, Williamsburg",Charming 2BR Apartment: Central Williamsburg,entire home/apt,Brooklyn,Williamsburg
5286,9351006,Yemi,2019-06-21,69,"Brooklyn, Brownsville",Cozy & Comfortable Private Room | Private Bathroom,private room,Brooklyn,Brownsville
5287,9351679,Despina,2019-01-04,99,"Queens, Astoria","1Bdr APARTMENT, Astoria, NY [10min from Manhattan]",entire home/apt,Queens,Astoria
5288,9355498,Richelle And Pela,2019-06-25,150,"Brooklyn, Bedford-Stuyvesant",Amazing Brownstone,entire home/apt,Brooklyn,Bedford-Stuyvesant
5289,9356909,Elyssa,2019-06-30,199,"Brooklyn, Carroll Gardens",Airy & Open Apt. In Carroll Gardens Brooklyn,entire home/apt,Brooklyn,Carroll Gardens
5290,9359564,Dor,2019-06-24,300,"Manhattan, Lower East Side","Beautiful 2BD Apt. in Trendy Lower East side,NYC",entire home/apt,Manhattan,Lower East Side
5291,9361107,Ayanna,2019-05-29,170,"Brooklyn, Clinton Hill",Light and airy 2 bedroom apartment.,entire home/apt,Brooklyn,Clinton Hill
5292,9362344,Liubov,2019-07-01,60,"Brooklyn, Bedford-Stuyvesant",Spacious Room in Trendy Brooklyn Area with Yard,private room,Brooklyn,Bedford-Stuyvesant
5293,9362388,Mo,2019-04-27,90,"Manhattan, Harlem",Beautiful Large 1 BED in Upper Manhattan,entire home/apt,Manhattan,Harlem
5294,9366053,Stephanie,2019-01-02,90,"Brooklyn, Bushwick",Sunny and Spacious Room in Bushwick,private room,Brooklyn,Bushwick
5295,9366256,Mona,2019-06-02,55,"Manhattan, Upper East Side",Serene Private Room w/ River View!,private room,Manhattan,Upper East Side
5296,9366707,Marc,2019-06-23,296,"Manhattan, NoHo",Loft on the Bowery w/roofdeck,entire home/apt,Manhattan,NoHo
5297,9366904,Ava,2019-06-04,150,"Manhattan, Little Italy",Sun-filled Nolita 1 Bdrm Apt - prime location,entire home/apt,Manhattan,Little Italy
5298,9367337,Katherine,2019-05-21,139,"Bronx, Parkchester",HUGE Sundrenching Apartment Waiting Just For YOU!,entire home/apt,Bronx,Parkchester
5299,9371171,Tida,2019-06-28,120,"Manhattan, East Harlem",Large and cozy Apart NYC.,entire home/apt,Manhattan,East Harlem
5300,9374263,Aston,2019-07-03,200,"Queens, Springfield Gardens",Ashes Cove,entire home/apt,Queens,Springfield Gardens
5301,9381657,Sarah,2019-05-18,70,"Brooklyn, Williamsburg",Sunny room in great location,private room,Brooklyn,Williamsburg
5302,9383406,Mike,2019-06-17,199,"Manhattan, Upper East Side",ENTIRE Upper East Side Loft Apartment,private room,Manhattan,Upper East Side
5303,9384981,Amaya,2019-06-28,72,"Brooklyn, Bedford-Stuyvesant",Relax in your Brooklyn Private Bed with Key,private room,Brooklyn,Bedford-Stuyvesant
5304,9385790,Rachel,2019-06-07,36,"Brooklyn, Prospect-Lefferts Gardens",Great Big Room near Prospect Park,private room,Brooklyn,Prospect-Lefferts Gardens
5305,9386923,Tom & Nic,2019-06-30,84,"Brooklyn, Bushwick",Private Master Bedroom / Bushwick,private room,Brooklyn,Bushwick
5306,9387436,Rhonda,2019-01-01,130,"Brooklyn, Bedford-Stuyvesant",Rhonda's bed and breakfast,private room,Brooklyn,Bedford-Stuyvesant
5307,9390729,Elisabeth,2019-07-06,465,"Manhattan, East Harlem",Manhattan Brownstone Great Location,entire home/apt,Manhattan,East Harlem
5308,9391509,Eka,2019-06-27,165,"Brooklyn, Greenpoint","Lovely, Serene Brooklyn (NYC) Charm with ACs.",entire home/apt,Brooklyn,Greenpoint
5309,9393127,Katherine,2019-06-30,200,"Manhattan, East Village",LUXURY SUNLIT place in the EAST VILLAGE!,entire home/apt,Manhattan,East Village
5310,9394188,Maria,2019-01-02,65,"Bronx, Mott Haven",Room for 1 Female or Couple,private room,Bronx,Mott Haven
5311,9394266,Antonia,2019-06-17,100,"Manhattan, Chelsea",Chelsea studio,private room,Manhattan,Chelsea
5312,9395128,Nan,2019-06-15,49,"Queens, Elmhurst","LGA/TimeSqaure/Private BDroom+Bath, Queens",private room,Queens,Elmhurst
5313,9401508,Eva,2019-01-14,34,"Brooklyn, Bedford-Stuyvesant",Private RM in 3 bedroom brownstone in Bedstuy,private room,Brooklyn,Bedford-Stuyvesant
5314,9402784,Adam,2019-06-03,100,"Brooklyn, Greenpoint",Sunny Greenpoint Junior 1 Bedroom,entire home/apt,Brooklyn,Greenpoint
5315,9404068,Jeremy & Laura,2019-06-24,175,"Manhattan, Upper West Side",Doorman Swimming Pool Gym Modern Furnished!5208,entire home/apt,Manhattan,Upper West Side
5316,9404985,Leo,2019-07-05,160,"Manhattan, Hell's Kitchen",UNBEATABLE LOCATION/TIMES SQUARE!,entire home/apt,Manhattan,Hell's Kitchen
5317,9405895,Mathieu,2019-04-20,325,"Brooklyn, Fort Greene",Stylish and zen Brooklyn retreat,entire home/apt,Brooklyn,Fort Greene
5318,9407719,William,2019-06-04,99,"Brooklyn, Bushwick",The LOFT in Bushwick+ Arcade!,entire home/apt,Brooklyn,Bushwick
5319,9408218,Olga,2019-06-15,110,"Manhattan, East Harlem",Charming One Bed Room Apartment,entire home/apt,Manhattan,East Harlem
5320,9409457,Violet,2019-06-17,125,"Brooklyn, Bedford-Stuyvesant",Two Bedroom Apt w/Private Balcony & Small Bathroom,entire home/apt,Brooklyn,Bedford-Stuyvesant
5321,9409873,Alex,2019-07-01,275,"Manhattan, Greenwich Village",Greenwich Village - SoHo Duplex+Balcony+Terrace,entire home/apt,Manhattan,Greenwich Village
5322,9410042,Leslie,2019-06-23,308,"Brooklyn, Williamsburg",Modern Southwestern Retreat- Spacious 1 Bed,entire home/apt,Brooklyn,Williamsburg
5323,9410580,Mama,2019-04-21,60,"Manhattan, East Harlem",Room #3 in Hip Harlem Garden Apt.,private room,Manhattan,East Harlem
5324,9412522,Marisol,2019-04-26,189,"Bronx, Kingsbridge",City living without all the noise.,entire home/apt,Bronx,Kingsbridge
5325,9414317,Kelly,2019-06-09,75,"Brooklyn, Prospect-Lefferts Gardens",Cozy Private Room in 2 bedroom APT,private room,Brooklyn,Prospect-Lefferts Gardens
5326,9416007,Alex & Alena,2019-06-13,70,"Brooklyn, Gravesend",Subway. Ocean. Parking,private room,Brooklyn,Gravesend
5327,9416198,Fred,2019-06-27,180,"Manhattan, Midtown",Cute private space in an Awesome Location,entire home/apt,Manhattan,Midtown
5328,9422573,Leecia,2019-05-31,100,"Brooklyn, Bedford-Stuyvesant",Private Light-Filled 2-Room Space,entire home/apt,Brooklyn,Bedford-Stuyvesant
5329,9423397,Yuna,2019-05-26,129,"Brooklyn, Bushwick","Brooklyn Gem nr Shops, Subways",entire home/apt,Brooklyn,Bushwick
5330,9425357,Adrian,2019-06-10,90,"Brooklyn, Williamsburg",Large bedroom available in 2-bedroom apt.,private room,Brooklyn,Williamsburg
5331,9427868,Ann,2019-05-31,500,"Queens, Flushing",Grand Home On Kissena Park in Flushing NYC,entire home/apt,Queens,Flushing
5332,9431085,Sonia,2019-06-21,289,"Brooklyn, Williamsburg",Hi! Stylish Spotless 2Bdr w Terrace,entire home/apt,Brooklyn,Williamsburg
5333,9433088,Stan,2019-07-01,130,"Brooklyn, Williamsburg",Relaxing Retreat in Williamsburg,private room,Brooklyn,Williamsburg
5334,9434105,Luiz & Daniel,2019-06-20,55,"Manhattan, East Harlem",Huge room in El Barrio.,private room,Manhattan,East Harlem
5335,9434464,Justin,2019-06-21,130,"Manhattan, Harlem",Sunny Studio Apt in Historic Harlem,entire home/apt,Manhattan,Harlem
5336,9434495,Beth,2019-05-23,60,"Brooklyn, Midwood",Cozy room in a spacious house,private room,Brooklyn,Midwood
5337,9434513,Lindsay,2019-06-09,99,"Brooklyn, Boerum Hill",2000sq $2 million 3 story townhouse,entire home/apt,Brooklyn,Boerum Hill
5338,9435503,MaElena,2019-05-10,90,"Manhattan, Morningside Heights",Library BnB by the Park  - Upper West Side,private room,Manhattan,Morningside Heights
5339,9435931,Mariana,2019-06-29,275,"Brooklyn, Greenpoint",2Bed/ 2Bath Impeccable Stylish Brooklyn Home,entire home/apt,Brooklyn,Greenpoint
5340,9436311,Al,2019-06-22,185,"Manhattan, Theater District",Location Location Location!!!!,entire home/apt,Manhattan,Theater District
5341,9443911,Aaron,2019-06-23,330,"Brooklyn, Clinton Hill",4 Bedroom Downtown Brooklyn,entire home/apt,Brooklyn,Clinton Hill
5342,9445342,Nissim,2019-03-31,80,"Manhattan, Hell's Kitchen",Times Sq brand huge new 2 room!!!!,entire home/apt,Manhattan,Hell's Kitchen
5343,9445593,Jocelyn,2019-06-22,310,"Manhattan, SoHo","SoHo Apt. in Historic Townhouse, Private Terrace",entire home/apt,Manhattan,SoHo
5344,9445789,Nissim,2019-01-27,70,"Manhattan, Hell's Kitchen",Reno huge 2 room quiet Times Sq!!!,entire home/apt,Manhattan,Hell's Kitchen
5345,9450180,Esin,2019-05-18,65,"Queens, Sunnyside",Private Room Available,private room,Queens,Sunnyside
5346,9451126,Margarita,2019-05-26,155,"Brooklyn, Carroll Gardens",Cosy Carroll Garden Apartment,entire home/apt,Brooklyn,Carroll Gardens
5347,9451492,Dan,2019-07-05,125,"Manhattan, Hell's Kitchen","Best location, Midtown Times Square",entire home/apt,Manhattan,Hell's Kitchen
5348,9451597,Emmanuelle,2019-06-24,49,"Brooklyn, Bushwick",beautiful room with balcony,private room,Brooklyn,Bushwick
5349,9452124,Ben,2019-06-21,145,"Manhattan, East Harlem",LUXURY@ Reasonable Price! Few Mins 2 Times Square!,entire home/apt,Manhattan,East Harlem
5350,9452237,Edward,2019-06-03,125,"Queens, Ditmars Steinway",2 BED STEP TO THE TRAIN,entire home/apt,Queens,Ditmars Steinway
5351,9452728,Lily,2019-06-23,60,"Queens, Middle Village",❤️ Charming and Quiet NYC Guestroom ❤️,private room,Queens,Middle Village
5352,9452887,Robin Laverne,2019-06-17,50,"Brooklyn, Bedford-Stuyvesant",Lovely Little Literary Loft!,private room,Brooklyn,Bedford-Stuyvesant
5353,9453653,Luigi,2019-06-23,531,"Brooklyn, Williamsburg",Beautiful penthouse in Williamsburg,entire home/apt,Brooklyn,Williamsburg
5354,9457270,Michael,2019-07-06,199,"Manhattan, East Village",COMFY East Village w loft sleep 6 Coffee included,entire home/apt,Manhattan,East Village
5355,9457285,Emel,2019-06-26,214,"Manhattan, Upper East Side",The Central Park Studio,entire home/apt,Manhattan,Upper East Side
5356,9458704,Iradj,2019-06-30,240,"Manhattan, Hell's Kitchen","Large 1BR Apartment, near Times Sq (2nd Floor)",entire home/apt,Manhattan,Hell's Kitchen
5357,9459037,John,2019-06-27,114,"Queens, Forest Hills",Gorgeous studio,entire home/apt,Queens,Forest Hills
5358,9461236,Monika,2019-04-30,145,"Brooklyn, Williamsburg",Artist & art filled apartment in williamsbourg,entire home/apt,Brooklyn,Williamsburg
5359,9461669,Jennifer,2019-04-04,75,"Brooklyn, Park Slope",Centrally Located Bedroom with Private Garden,private room,Brooklyn,Park Slope
5360,9461803,Ronnie,2019-06-06,225,"Manhattan, SoHo",Private room in classic SoHo loft,private room,Manhattan,SoHo
5361,9461851,Quentin,2019-06-15,150,"Manhattan, Upper West Side",Charming Upper West Side Studio,entire home/apt,Manhattan,Upper West Side
5362,9463039,Dimitrios,2019-05-05,182,"Manhattan, Chelsea",Wonderful 1-BR apt in Chelsea,entire home/apt,Manhattan,Chelsea
5363,9464605,Lily,2019-07-05,61,"Manhattan, Gramercy",Private Cozy BR near Union Square - FEMALE only,private room,Manhattan,Gramercy
5364,9470528,Yuna,2019-06-25,115,"Brooklyn, Bushwick","Sunshine 1BR Apt near M&L Subways, Kitchenette",entire home/apt,Brooklyn,Bushwick
5365,9470554,Robert,2019-07-03,85,"Manhattan, East Village",Private bedroom available in the East Village,private room,Manhattan,East Village
5366,9470677,Joe,2019-06-23,209,"Manhattan, Upper East Side",Fifth Ave/Central Park 1BR IN A TownHouse Garden,entire home/apt,Manhattan,Upper East Side
5367,9473889,Nicholas,2019-06-02,85,"Brooklyn, Gravesend","CHARMING, QUIET ONE BEDROOM APT W/ BACK YARD",entire home/apt,Brooklyn,Gravesend
5368,9475052,Manne,2019-06-18,125,"Brooklyn, Bedford-Stuyvesant","Super Cool Brooklyn, Near Manhattan",entire home/apt,Brooklyn,Bedford-Stuyvesant
5369,9476198,Kin,2019-07-07,180,"Manhattan, East Village",Amazing 1BR Apt in the heart of East Village,entire home/apt,Manhattan,East Village
5370,9476397,Hebert,2019-02-04,60,"Queens, Astoria",Spacious room in the heart of Astoria!,private room,Queens,Astoria
5371,9476850,Michelle,2019-04-16,150,"Manhattan, Upper West Side",Cozy UWS Studio by Central Park,entire home/apt,Manhattan,Upper West Side
5372,9477489,Kyriaki,2019-06-24,145,"Manhattan, Two Bridges",1 bedroom clean & simple in manhattan.,entire home/apt,Manhattan,Two Bridges
5373,9479348,Michael,2019-04-30,345,"Manhattan, Harlem",Penthouse Duplex & Roof Top Terrace,entire home/apt,Manhattan,Harlem
5374,9485047,Paulo,2019-02-14,219,"Manhattan, Hell's Kitchen",Cozy 1 bed Apt in Hell's Kitchen!,entire home/apt,Manhattan,Hell's Kitchen
5375,9485606,Dmitriy,2019-06-16,225,"Manhattan, Harlem",Big 2BR with large living area,entire home/apt,Manhattan,Harlem
5376,9486111,Janelle,2019-06-23,275,"Manhattan, East Harlem",Clean 2 Bedroom Apt w. Washer/Dryer,entire home/apt,Manhattan,East Harlem
5377,9486229,Carine,2019-05-15,350,"Manhattan, Greenwich Village","Stylish and clean apt, sleeps 5",entire home/apt,Manhattan,Greenwich Village
5378,9487497,Robyn,2019-06-19,119,"Brooklyn, Cobble Hill","Sunny, Charming Brooklyn 1 Bedroom!",entire home/apt,Brooklyn,Cobble Hill
5379,9488285,Mrs .D,2019-06-16,335,"Brooklyn, Bedford-Stuyvesant",J&D Vacation Home,entire home/apt,Brooklyn,Bedford-Stuyvesant
5380,9488878,Marie-Louise,2019-06-20,299,"Manhattan, Upper West Side",Manhattan  furnished 2 bedrooms #2,entire home/apt,Manhattan,Upper West Side
5381,9489073,Grace,2019-06-28,99,"Manhattan, East Harlem",Mi Casa Es Su Casa NYC,entire home/apt,Manhattan,East Harlem
5382,9490959,Stephen Dayo,2019-06-14,150,"Brooklyn, Bedford-Stuyvesant",Brooklyn Comfort.,entire home/apt,Brooklyn,Bedford-Stuyvesant
5383,9492750,Aaron,2019-07-05,190,"Manhattan, Harlem",Spacious and quiet Manhattan Harlem 1-bed apt!,entire home/apt,Manhattan,Harlem
5384,9496176,Michael,2019-06-24,400,"Manhattan, Hell's Kitchen",Hells Kitchen hideaway,entire home/apt,Manhattan,Hell's Kitchen
5385,9502150,Amal & Alex,2019-06-02,165,"Manhattan, Harlem",Modern 1 Bedroom Harlem Apt,entire home/apt,Manhattan,Harlem
5386,9505047,Sol,2019-05-04,80,"Brooklyn, Williamsburg",Private Room/Bath in Modern Williamsburg Apt.,private room,Brooklyn,Williamsburg
5387,9506014,Ana,2019-04-22,300,"Manhattan, Theater District",A COOL APARTMENT in MANHATTAN  Perfect for Holiday,entire home/apt,Manhattan,Theater District
5388,9509148,Kalana,2019-04-19,150,"Brooklyn, Crown Heights",Beautiful Condo Prospect Heights,entire home/apt,Brooklyn,Crown Heights
5389,9509218,Chelsea,2019-06-23,166,"Manhattan, East Village",Large 1 Bedroom Gem in A+ location.,entire home/apt,Manhattan,East Village
5390,9510158,Quentin,2019-05-31,220,"Manhattan, Hell's Kitchen",Luxury Stay in my 2brm humble abode,entire home/apt,Manhattan,Hell's Kitchen
5391,9510385,Yone,2019-05-22,70,"Queens, Astoria",Lovely bedroom,private room,Queens,Astoria
5392,9512372,Golden&Mavy,2019-06-16,50,"Manhattan, Harlem",Near Hudson River and Subway quiet apt,private room,Manhattan,Harlem
5393,9513511,Gloria,2019-06-26,85,"Bronx, Allerton",Spacious & Sunny Room Perfect for Medical Students,private room,Bronx,Allerton
5394,9513743,Elise,2019-06-14,300,"Manhattan, Upper West Side","Central Park West, private terrace!",entire home/apt,Manhattan,Upper West Side
5395,9516142,Al,2019-06-16,149,"Brooklyn, Williamsburg",In the Heart of Williamsburg,entire home/apt,Brooklyn,Williamsburg
5397,9522763,Camila,2019-06-23,140,"Brooklyn, Prospect-Lefferts Gardens",Chic and beautiful apt by the park!,entire home/apt,Brooklyn,Prospect-Lefferts Gardens
5398,9525925,Kat,2019-05-16,140,"Brooklyn, Fort Greene",Brooklyn Best - Sunny&Spacious Apt,entire home/apt,Brooklyn,Fort Greene
5399,9529332,Michou,2019-06-20,186,"Brooklyn, Fort Greene",Flat in Historic Fort Greene Home,entire home/apt,Brooklyn,Fort Greene
5400,9529493,Adam,2019-07-01,245,"Brooklyn, Williamsburg",Large hip open-space loft,entire home/apt,Brooklyn,Williamsburg
5401,9529607,Jp,2019-04-02,150,"Manhattan, Nolita",Soho/Little Italy Privat Room for 2,private room,Manhattan,Nolita
5402,9529662,Mama,2019-06-23,99,"Manhattan, East Harlem",Room #1 in Hip Harlem Garden Apt.,private room,Manhattan,East Harlem
5403,9530293,Cory,2019-03-07,43,"Manhattan, Washington Heights",Private Room in Sunny & Spacious WaHi Retreat,private room,Manhattan,Washington Heights
5404,9530381,Mama,2019-06-12,85,"Manhattan, East Harlem",Suite #2 in Hip Harlem Garden Apt.,private room,Manhattan,East Harlem
5405,9530515,Mama,2019-06-30,95,"Manhattan, East Harlem",Room #4 in Hip Harlem Garden Apt.,private room,Manhattan,East Harlem
5406,9531437,Pierre,2019-05-10,100,"Manhattan, Two Bridges",Room in Seaport (Financial District,private room,Manhattan,Two Bridges
5407,9540193,Laiona,2019-05-25,85,"Manhattan, Washington Heights",Washington Heights 1 bedroom beauty,entire home/apt,Manhattan,Washington Heights
5408,9540414,Kat And Chris,2019-06-19,160,"Brooklyn, Carroll Gardens",Cozy Carroll Gardens Ground Floor Apartment,entire home/apt,Brooklyn,Carroll Gardens
5409,9541320,Ben,2019-01-04,63,"Brooklyn, Gowanus",Gorgeous BK Apt steps from Barcalys,entire home/apt,Brooklyn,Gowanus
5410,9542259,Cinthia,2019-06-23,50,"Manhattan, Washington Heights",Clean and Bright (READ NOTES),private room,Manhattan,Washington Heights
5411,9543637,Sonja,2019-02-16,83,"Manhattan, East Village",Lovely studio in East Village,entire home/apt,Manhattan,East Village
5412,9544242,Elizabeth,2019-05-27,200,"Manhattan, East Harlem","Charming 2BD Cozy & Quiet, 6 Train",entire home/apt,Manhattan,East Harlem
5413,9544410,Iradj,2019-06-28,265,"Manhattan, Hell's Kitchen",Large 1-bedroom near Times Square (3rd Floor),entire home/apt,Manhattan,Hell's Kitchen
5414,9546039,Jason,2019-06-11,218,"Brooklyn, Williamsburg",Found a tree I like so built a nest,entire home/apt,Brooklyn,Williamsburg
5415,9546994,Tny,2019-01-07,130,"Manhattan, Upper East Side",Spacious 1BR in UES townhouse,entire home/apt,Manhattan,Upper East Side
5416,9547361,Tny,2019-04-29,130,"Manhattan, Upper East Side",Charming 1BR in Upper Eastside,entire home/apt,Manhattan,Upper East Side
5417,9550620,Lily,2019-04-20,60,"Queens, Middle Village",❤️❤️Relaxing Guestroom by a Lovely Park ❤️❤️,private room,Queens,Middle Village
5418,9551417,Onur,2019-06-09,225,"Manhattan, East Harlem","Modern 2BR Apt by Central Park, & Subway",entire home/apt,Manhattan,East Harlem
5419,9555648,Tina,2019-06-11,103,"Queens, Ditmars Steinway",15 Minutes from Central Park - Studio apartment,entire home/apt,Queens,Ditmars Steinway
5420,9556983,Spencer,2019-06-09,62,"Brooklyn, Bushwick",Private modern room with NYC skyline view,private room,Brooklyn,Bushwick
5421,9559335,Rand,2019-06-22,299,"Manhattan, Chelsea",Designer Duplex - Highline. Brand new mattresses!,entire home/apt,Manhattan,Chelsea
5422,9562872,Abhilasha Ashiv,2019-07-01,109,"Queens, Rego Park","Close to subway, all shops, restaurants!",entire home/apt,Queens,Rego Park
5423,9563266,Alex,2019-06-15,300,"Manhattan, Lower East Side",Beautiful cozy LES apartment!,entire home/apt,Manhattan,Lower East Side
5424,9563868,Jaclyn,2019-06-26,289,"Manhattan, Financial District",Downtown Airy Designer Loft,entire home/apt,Manhattan,Financial District
5425,9563873,Steve,2019-07-07,37,"Queens, Jamaica",1  ROOM IN A NEW HOUSE IN QUEENS,private room,Queens,Jamaica
