id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
1690,Sunday,UNITED INTL,DEST_690,Midwest US,    Large,Gates 91-102,2018-12-31,463.2,Dirty,Very unsafe,Somewhat unsatisfied
1691,Monday,UNITED INTL,DEST_691,eur,Large,Gates 91-102,2018-12-31,473.6,Clean,Somewhat safe,Neutral
1692,Thursday,DELTA,DEST_692,West US,Small     ,Gates 40-48,2018-12-31,490.2,Somewhat clean,Somewhat safe,Somewhat unsatisfied
1693,Wednesday,UNITED,DEST_693,Europe,Hub     ,Gates 20-39,2018-12-31,390.7,Dirty,Somewhat safe,Very unsatisfied
1694,Thursday,DELTA,DEST_694,West US,Small,Gates 50-59,2018-12-31,179.5,Clean,Somewhat unsafe,Somewhat unsatisfied
1695,Thursday,JETBLUE,DEST_695,middle east,Small,Gates 70-90,2018-12-31,329.8,Dirty,Somewhat unsafe,Very satisfied
1696,Sunday,UNITED INTL,DEST_696,middle east,    Medium,Gates 50-59,2018-12-31,52.9,Average,Somewhat safe,Somewhat unsatisfied
1697,Wednesday,ALASKA,DEST_697,Midwest US,    Large,Gates 70-90,2018-12-31,312.1,Somewhat clean,Neutral,Somewhat satisfied
1698,Thursday,UNITED,DEST_698,East US,Large,Gates 70-90,2018-12-31,315.4,Unacceptable,Somewhat safe,Very satisfied
1699,Wednesday,CHINA EASTERN,DEST_699,Canada/Mexico,Small     ,Gates 50-59,2018-12-31,558.3,Dirty,Very safe,Somewhat unsatisfied
1700,Saturday,SOUTHWEST,DEST_700,middle east,Medium     ,Gates 1-12,2018-12-31,515.1,Unacceptable,Neutral,Somewhat satisfied
1701,Monday,ALASKA,DEST_701,middle east,Hub     ,Gates 1-12,2018-12-31,396.1,Somewhat clean,Somewhat unsafe,Very satisfied
1702,Saturday,JETBLUE,DEST_702,Central/South America,    Hub,Gates 91-102,2018-12-31,51.3,Average,Somewhat unsafe,Very satisfied
1703,Thursday,ALASKA,DEST_703,East US,Small     ,Gates 91-102,2018-12-31,561.3,Dirty,Somewhat safe,Somewhat unsatisfied
1704,Sunday,UNITED INTL,DEST_704,West US,Large     ,Gates 91-102,2018-12-31,224.3,Clean,Very unsafe,Somewhat satisfied
1705,Tuesday,SOUTHWEST,DEST_705,Europe,    Hub,Gates 20-39,2018-12-31,350.1,Unacceptable,Somewhat unsafe,Very unsatisfied
1706,Friday,UNITED INTL,DEST_706,Central/South America,Large     ,Gates 40-48,2018-12-31,350.5,Average,Neutral,Very unsatisfied
1707,Monday,ALASKA,DEST_707,Central/South America,    Small,Gates 70-90,2018-12-31,318.4,Average,Very unsafe,Somewhat unsatisfied
1708,Thursday,JETBLUE,DEST_708,West US,Small,Gates 20-39,2018-12-31,336.7,Dirty,Somewhat safe,Somewhat unsatisfied
1709,Wednesday,UNITED,DEST_709,Australia/New Zealand,    Small,Gates 40-48,2018-12-31,87.8,Unacceptable,Somewhat unsafe,Very satisfied
1710,Wednesday,UNITED INTL,DEST_710,Canada/Mexico,Large     ,Gates 91-102,2018-12-31,63.7,Somewhat clean,Somewhat safe,Somewhat satisfied
1711,Saturday,AMERICAN,DEST_711,Canada/Mexico,Small,Gates 1-12,2018-12-31,174.0,Somewhat dirty,Very safe,Somewhat unsatisfied
1712,Thursday,DELTA,DEST_712,Europe,Large     ,Gates 91-102,2018-12-31,375.0,Somewhat clean,Very safe,Very satisfied
1713,Friday,UNITED,DEST_713,EAST US,Medium     ,Gates 20-39,2018-12-31,251.4,Unacceptable,Somewhat safe,Neutral
1714,Thursday,CHINA EASTERN,DEST_714,Europe,Small     ,Gates 91-102,2018-12-31,108.1,Somewhat dirty,Somewhat safe,Very unsatisfied
1715,Thursday,CHINA EASTERN,DEST_715,Europe,Medium,Gates 40-48,2018-12-31,584.1,Unacceptable,Somewhat safe,Very satisfied
1716,Wednesday,SOUTHWEST,DEST_716,Europe,Hub,Gates 91-102,2018-12-31,35.8,Average,Neutral,Neutral
1717,Monday,CHINA EASTERN,DEST_717,eur,Hub     ,Gates 1-12,2018-12-31,435.6,Unacceptable,Neutral,Neutral
1718,Thursday,UNITED,DEST_718,East US,Large     ,Gates 40-48,2018-12-31,399.9,Dirty,Somewhat safe,Very unsatisfied
1719,Thursday,JETBLUE,DEST_719,EAST US,Small,Gates 70-90,2018-12-31,396.7,Dirty,Very unsafe,Neutral
1720,Sunday,ALASKA,DEST_720,Midwest US,Hub     ,Gates 20-39,2018-12-31,168.0,Somewhat dirty,Very unsafe,Very unsatisfied
1721,Sunday,JETBLUE,DEST_721,West US,    Large,Gates 70-90,2018-12-31,39.6,Somewhat clean,Neutral,Neutral
1722,Tuesday,DELTA,DEST_722,Australia/New Zealand,Medium,Gates 40-48,2018-12-31,171.8,Unacceptable,Very safe,Very satisfied
1723,Tuesday,ALASKA,DEST_723,Canada/Mexico,Medium,Gates 91-102,2018-12-31,282.8,Somewhat dirty,Neutral,Very unsatisfied
1724,Friday,JETBLUE,DEST_724,EAST US,    Medium,Gates 20-39,2018-12-31,177.6,Clean,Somewhat safe,Somewhat satisfied
1725,Friday,AMERICAN,DEST_725,Canada/Mexico,Large     ,Gates 20-39,2018-12-31,189.7,Average,Neutral,Neutral
1726,Tuesday,CHINA EASTERN,DEST_726,West US,    Hub,Gates 40-48,2018-12-31,350.6,Somewhat clean,Somewhat unsafe,Somewhat satisfied
1727,Sunday,UNITED INTL,DEST_727,EAST US,Medium,Gates 50-59,2018-12-31,258.4,Somewhat dirty,Somewhat unsafe,Somewhat unsatisfied
1728,Tuesday,JETBLUE,DEST_728,Canada/Mexico,Small,Gates 70-90,2018-12-31,172.7,Clean,Somewhat safe,Somewhat satisfied
1729,Thursday,CHINA EASTERN,DEST_729,Midwest US,Small,Gates 70-90,2018-12-31,384.4,Clean,Very safe,Somewhat unsatisfied
1730,Sunday,JETBLUE,DEST_730,West US,    Small,Gates 1-12,2018-12-31,486.0,Clean,Very safe,Somewhat satisfied
1731,Saturday,AMERICAN,DEST_731,Middle East,Hub     ,Gates 50-59,2018-12-31,425.0,Dirty,Somewhat unsafe,Very unsatisfied
1732,Wednesday,CHINA EASTERN,DEST_732,Europe,    Large,Gates 50-59,2018-12-31,406.0,Average,Somewhat unsafe,Somewhat satisfied
1733,Wednesday,UNITED INTL,DEST_733,eur,Hub     ,Gates 50-59,2018-12-31,49.7,Dirty,Very safe,Very satisfied
1734,Sunday,SOUTHWEST,DEST_734,middle east,Large     ,Gates 50-59,2018-12-31,561.2,Average,Neutral,Very unsatisfied
1735,Sunday,CHINA EASTERN,DEST_735,West US,    Small,Gates 50-59,2018-12-31,422.7,Clean,Somewhat safe,Neutral
1736,Thursday,CHINA EASTERN,DEST_736,East US,Large,Gates 50-59,2018-12-31,179.3,Unacceptable,Somewhat safe,Somewhat unsatisfied
1737,Thursday,SOUTHWEST,DEST_737,Midwest US,    Hub,Gates 70-90,2018-12-31,88.1,Average,Somewhat unsafe,Somewhat satisfied
1738,Tuesday,CHINA EASTERN,DEST_738,middle east,    Hub,Gates 91-102,2018-12-31,355.7,Unacceptable,Neutral,Very satisfied
1739,Wednesday,UNITED INTL,DEST_739,East US,    Hub,Gates 20-39,2018-12-31,507.4,Clean,Somewhat safe,Somewhat unsatisfied
1740,Friday,ALASKA,DEST_740,West US,Large     ,Gates 91-102,2018-12-31,78.8,Somewhat clean,Somewhat unsafe,Very satisfied
1741,Saturday,UNITED,DEST_741,East US,Small     ,Gates 50-59,2018-12-31,394.0,Average,Very unsafe,Somewhat unsatisfied
1742,Saturday,UNITED INTL,DEST_742,Middle East,    Small,Gates 20-39,2018-12-31,190.9,Unacceptable,Neutral,Very unsatisfied
1743,Sunday,UNITED,DEST_743,Canada/Mexico,    Hub,Gates 20-39,2018-12-31,320.4,Somewhat dirty,Neutral,Somewhat unsatisfied
1744,Thursday,AMERICAN,DEST_744,Europe,Medium,Gates 70-90,2018-12-31,71.8,Dirty,Neutral,Somewhat satisfied
1745,Monday,CHINA EASTERN,DEST_745,middle east,Hub     ,Gates 50-59,2018-12-31,448.1,Average,Somewhat safe,Somewhat unsatisfied
1746,Sunday,UNITED,DEST_746,Europe,Medium     ,Gates 70-90,2018-12-31,395.7,Somewhat dirty,Very unsafe,Somewhat satisfied
1747,Monday,CHINA EASTERN,DEST_747,Middle East,Hub     ,Gates 91-102,2018-12-31,380.7,Somewhat dirty,Somewhat unsafe,Somewhat satisfied
1748,Friday,CHINA EASTERN,DEST_748,Central/South America,Hub,Gates 70-90,2018-12-31,570.0,Average,Somewhat unsafe,Somewhat satisfied
1749,Friday,AMERICAN,DEST_749,eur,    Hub,Gates 50-59,2018-12-31,193.8,Unacceptable,Somewhat unsafe,Somewhat satisfied
1750,Sunday,UNITED,DEST_750,Asia,Medium     ,Gates 20-39,2018-12-31,188.6,Somewhat dirty,Very safe,Somewhat satisfied
1751,Wednesday,UNITED INTL,DEST_751,Midwest US,Small     ,Gates 50-59,2018-12-31,42.3,Clean,Very safe,Very satisfied
1752,Wednesday,ALASKA,DEST_752,Midwest US,    Small,Gates 50-59,2018-12-31,108.3,Somewhat clean,Very unsafe,Somewhat unsatisfied
1753,Monday,DELTA,DEST_753,East US,Large     ,Gates 70-90,2018-12-31,373.5,Average,Somewhat unsafe,Very satisfied
1754,Saturday,DELTA,DEST_754,East US,Hub,Gates 20-39,2018-12-31,534.3,Somewhat clean,Very safe,Somewhat unsatisfied
1755,Friday,DELTA,DEST_755,Australia/New Zealand,    Large,Gates 40-48,2018-12-31,553.5,Dirty,Very safe,Very unsatisfied
1756,Sunday,UNITED,DEST_756,eur,Hub,Gates 40-48,2018-12-31,118.6,Average,Very unsafe,Very satisfied
1757,Monday,JETBLUE,DEST_757,Asia,    Small,Gates 40-48,2018-12-31,450.8,Unacceptable,Somewhat safe,Somewhat satisfied
1758,Sunday,UNITED INTL,DEST_758,eur,Small,Gates 50-59,2018-12-31,420.3,Unacceptable,Very safe,Very satisfied
1759,Thursday,ALASKA,DEST_759,East US,    Medium,Gates 40-48,2018-12-31,444.8,Unacceptable,Somewhat unsafe,Somewhat unsatisfied
1760,Sunday,DELTA,DEST_760,Europe,Small     ,Gates 50-59,2018-12-31,364.6,Somewhat clean,Very unsafe,Very unsatisfied
1761,Wednesday,JETBLUE,DEST_761,Midwest US,Large     ,Gates 70-90,2018-12-31,99.5,Somewhat dirty,Very unsafe,Somewhat unsatisfied
1762,Tuesday,AMERICAN,DEST_762,Canada/Mexico,    Small,Gates 91-102,2018-12-31,507.3,Clean,Very safe,Very satisfied
1763,Tuesday,UNITED,DEST_763,Australia/New Zealand,Large,Gates 70-90,2018-12-31,227.8,Average,Neutral,Very unsatisfied
1764,Tuesday,ALASKA,DEST_764,Europe,Small,Gates 40-48,2018-12-31,334.9,Clean,Very unsafe,Very unsatisfied
1765,Thursday,DELTA,DEST_765,Australia/New Zealand,Small     ,Gates 91-102,2018-12-31,254.4,Somewhat clean,Somewhat safe,Very unsatisfied
1766,Friday,SOUTHWEST,DEST_766,middle east,    Medium,Gates 40-48,2018-12-31,257.5,Somewhat clean,Neutral,Very unsatisfied
1767,Monday,JETBLUE,DEST_767,Central/South America,Small     ,Gates 1-12,2018-12-31,380.2,Dirty,Somewhat safe,Very satisfied
1768,Sunday,AMERICAN,DEST_768,Australia/New Zealand,    Medium,Gates 91-102,2018-12-31,383.7,Somewhat clean,Somewhat unsafe,Neutral
1769,Tuesday,UNITED INTL,DEST_769,Europe,Large     ,Gates 40-48,2018-12-31,512.2,Unacceptable,Somewhat unsafe,Neutral
1770,Sunday,UNITED INTL,DEST_770,Canada/Mexico,Small,Gates 20-39,2018-12-31,522.9,Average,Somewhat unsafe,Neutral
1771,Saturday,SOUTHWEST,DEST_771,Middle East,Large,Gates 1-12,2018-12-31,516.0,Unacceptable,Very unsafe,Somewhat unsatisfied
1772,Friday,SOUTHWEST,DEST_772,Central/South America,    Large,Gates 50-59,2018-12-31,547.3,Clean,Very unsafe,Very satisfied
1773,Wednesday,JETBLUE,DEST_773,East US,Medium,Gates 20-39,2018-12-31,240.6,Somewhat clean,Neutral,Somewhat unsatisfied
1774,Friday,ALASKA,DEST_774,West US,Medium,Gates 40-48,2018-12-31,410.4,Unacceptable,Very safe,Somewhat satisfied
1775,Friday,SOUTHWEST,DEST_775,middle east,    Medium,Gates 40-48,2018-12-31,579.2,Somewhat dirty,Neutral,Somewhat unsatisfied
1776,Saturday,DELTA,DEST_776,Midwest US,Large     ,Gates 91-102,2018-12-31,237.9,Average,Somewhat unsafe,Somewhat unsatisfied
1777,Thursday,ALASKA,DEST_777,Middle East,    Small,Gates 91-102,2018-12-31,178.2,Clean,Neutral,Very unsatisfied
1778,Saturday,AMERICAN,DEST_778,Middle East,Hub,Gates 20-39,2018-12-31,350.1,Clean,Neutral,Very satisfied
1779,Saturday,UNITED,DEST_779,EAST US,Hub,Gates 20-39,2018-12-31,180.8,Average,Neutral,Somewhat unsatisfied
1780,Friday,CHINA EASTERN,DEST_780,West US,Large     ,Gates 91-102,2018-12-31,121.2,Somewhat dirty,Very unsafe,Somewhat satisfied
1781,Monday,UNITED INTL,DEST_781,middle east,Large,Gates 40-48,2018-12-31,278.4,Somewhat dirty,Somewhat unsafe,Very unsatisfied
1782,Friday,UNITED,DEST_782,middle east,Large     ,Gates 40-48,2018-12-31,305.0,Unacceptable,Somewhat unsafe,Somewhat unsatisfied
1783,Friday,UNITED INTL,DEST_783,West US,Large,Gates 20-39,2018-12-31,525.7,Average,Very unsafe,Somewhat satisfied
1784,Saturday,ALASKA,DEST_784,Central/South America,    Small,Gates 20-39,2018-12-31,133.5,Dirty,Somewhat unsafe,Somewhat unsatisfied
1785,Saturday,DELTA,DEST_785,Middle East,Large     ,Gates 70-90,2018-12-31,125.0,Somewhat clean,Somewhat unsafe,Somewhat satisfied
1786,Monday,DELTA,DEST_786,eur,Large     ,Gates 91-102,2018-12-31,396.0,Average,Very unsafe,Neutral
1787,Monday,CHINA EASTERN,DEST_787,Europe,    Medium,Gates 70-90,2018-12-31,557.1,Clean,Very safe,Very unsatisfied
1788,Monday,ALASKA,DEST_788,Australia/New Zealand,Medium,Gates 1-12,2018-12-31,474.1,Somewhat dirty,Very safe,Neutral
1789,Monday,JETBLUE,DEST_789,Europe,    Hub,Gates 20-39,2018-12-31,417.2,Average,Very safe,Somewhat satisfied
1790,Tuesday,AMERICAN,DEST_790,West US,Large     ,Gates 40-48,2018-12-31,211.9,Clean,Very unsafe,Neutral
1791,Sunday,AMERICAN,DEST_791,Middle East,    Hub,Gates 91-102,2018-12-31,240.0,Unacceptable,Somewhat unsafe,Somewhat unsatisfied
1792,Tuesday,DELTA,DEST_792,Central/South America,Large     ,Gates 50-59,2018-12-31,280.6,Average,Somewhat unsafe,Somewhat satisfied
1793,Thursday,CHINA EASTERN,DEST_793,Europe,Medium,Gates 20-39,2018-12-31,99.8,Unacceptable,Somewhat unsafe,Neutral
1794,Friday,CHINA EASTERN,DEST_794,Europe,    Medium,Gates 1-12,2018-12-31,347.9,Average,Neutral,Very unsatisfied
1795,Monday,UNITED,DEST_795,West US,    Small,Gates 40-48,2018-12-31,482.2,Average,Somewhat safe,Very satisfied
1796,Tuesday,CHINA EASTERN,DEST_796,EAST US,    Hub,Gates 1-12,2018-12-31,594.6,Somewhat clean,Somewhat unsafe,Very unsatisfied
1797,Monday,SOUTHWEST,DEST_797,Midwest US,Small     ,Gates 20-39,2018-12-31,313.6,Clean,Very unsafe,Somewhat satisfied
1798,Saturday,UNITED INTL,DEST_798,middle east,    Hub,Gates 40-48,2018-12-31,486.0,Dirty,Very safe,Somewhat satisfied
1799,Saturday,ALASKA,DEST_799,Midwest US,    Large,Gates 40-48,2018-12-31,509.0,Average,Very unsafe,Somewhat unsatisfied
1800,Friday,AMERICAN,DEST_800,Midwest US,Medium,Gates 70-90,2018-12-31,76.9,Somewhat dirty,Very safe,Somewhat satisfied
1801,Saturday,JETBLUE,DEST_801,Australia/New Zealand,Hub     ,Gates 50-59,2018-12-31,229.2,Dirty,Very safe,Somewhat unsatisfied
1802,Tuesday,UNITED INTL,DEST_802,Europe,Medium,Gates 70-90,2018-12-31,355.9,Unacceptable,Neutral,Very satisfied
1803,Tuesday,SOUTHWEST,DEST_803,Australia/New Zealand,Medium     ,Gates 1-12,2018-12-31,375.5,Average,Very unsafe,Somewhat satisfied
1804,Friday,UNITED INTL,DEST_804,Midwest US,Small,Gates 40-48,2018-12-31,37.5,Dirty,Very unsafe,Very satisfied
1805,Saturday,SOUTHWEST,DEST_805,EAST US,Large     ,Gates 91-102,2018-12-31,509.4,Average,Very safe,Very satisfied
1806,Monday,CHINA EASTERN,DEST_806,Midwest US,Small     ,Gates 91-102,2018-12-31,468.1,Somewhat clean,Somewhat safe,Neutral
1807,Thursday,ALASKA,DEST_807,East US,Hub,Gates 70-90,2018-12-31,147.3,Clean,Very safe,Somewhat unsatisfied
1808,Saturday,DELTA,DEST_808,eur,Medium,Gates 91-102,2018-12-31,196.1,Somewhat dirty,Somewhat safe,Very satisfied
1809,Tuesday,UNITED,DEST_809,Middle East,Medium     ,Gates 1-12,2018-12-31,138.7,Somewhat clean,Neutral,Somewhat satisfied
1810,Tuesday,JETBLUE,DEST_810,eur,Large     ,Gates 1-12,2018-12-31,586.5,Average,Very unsafe,Somewhat unsatisfied
1811,Friday,ALASKA,DEST_811,East US,Large     ,Gates 20-39,2018-12-31,110.0,Unacceptable,Somewhat unsafe,Very satisfied
1812,Thursday,AMERICAN,DEST_812,Middle East,    Hub,Gates 70-90,2018-12-31,491.9,Unacceptable,Somewhat unsafe,Neutral
1813,Friday,UNITED INTL,DEST_813,East US,Small,Gates 1-12,2018-12-31,105.2,Somewhat dirty,Neutral,Somewhat unsatisfied
1814,Tuesday,DELTA,DEST_814,EAST US,    Large,Gates 50-59,2018-12-31,40.4,Dirty,Somewhat unsafe,Somewhat satisfied
1815,Sunday,DELTA,DEST_815,middle east,Large,Gates 40-48,2018-12-31,459.7,Average,Neutral,Somewhat unsatisfied
1816,Thursday,SOUTHWEST,DEST_816,Middle East,Hub,Gates 40-48,2018-12-31,94.8,Average,Somewhat safe,Very unsatisfied
1817,Tuesday,SOUTHWEST,DEST_817,Asia,Small     ,Gates 50-59,2018-12-31,278.4,Average,Very safe,Very unsatisfied
1818,Monday,UNITED INTL,DEST_818,West US,    Medium,Gates 20-39,2018-12-31,534.5,Average,Neutral,Very satisfied
1819,Friday,DELTA,DEST_819,Europe,Large     ,Gates 70-90,2018-12-31,545.1,Unacceptable,Somewhat safe,Very unsatisfied
1820,Thursday,JETBLUE,DEST_820,EAST US,Small     ,Gates 20-39,2018-12-31,541.8,Average,Very unsafe,Very satisfied
1821,Tuesday,ALASKA,DEST_821,Australia/New Zealand,Medium,Gates 40-48,2018-12-31,526.8,Unacceptable,Somewhat safe,Neutral
1822,Tuesday,JETBLUE,DEST_822,eur,Medium,Gates 20-39,2018-12-31,440.6,Dirty,Somewhat unsafe,Somewhat unsatisfied
1823,Saturday,JETBLUE,DEST_823,West US,    Medium,Gates 70-90,2018-12-31,303.7,Average,Neutral,Somewhat unsatisfied
1824,Tuesday,DELTA,DEST_824,West US,Hub,Gates 20-39,2018-12-31,495.4,Clean,Somewhat unsafe,Somewhat satisfied
1825,Thursday,SOUTHWEST,DEST_825,Europe,Small,Gates 40-48,2018-12-31,457.3,Average,Very safe,Somewhat satisfied
1826,Thursday,DELTA,DEST_826,Australia/New Zealand,Small,Gates 70-90,2018-12-31,262.9,Clean,Very unsafe,Very satisfied
1827,Monday,ALASKA,DEST_827,eur,Small     ,Gates 91-102,2018-12-31,193.0,Somewhat clean,Somewhat safe,Somewhat unsatisfied
1828,Saturday,DELTA,DEST_828,eur,    Medium,Gates 50-59,2018-12-31,282.6,Clean,Very unsafe,Very satisfied
1829,Saturday,UNITED INTL,DEST_829,Central/South America,Medium,Gates 40-48,2018-12-31,107.4,Somewhat clean,Neutral,Neutral
1830,Wednesday,JETBLUE,DEST_830,Europe,Large,Gates 91-102,2018-12-31,184.9,Somewhat clean,Very safe,Somewhat satisfied
1831,Saturday,SOUTHWEST,DEST_831,Canada/Mexico,Medium     ,Gates 40-48,2018-12-31,302.9,Unacceptable,Neutral,Somewhat satisfied
1832,Tuesday,CHINA EASTERN,DEST_832,Australia/New Zealand,Medium     ,Gates 91-102,2018-12-31,275.0,Dirty,Very safe,Very satisfied
1833,Tuesday,AMERICAN,DEST_833,Canada/Mexico,    Small,Gates 91-102,2018-12-31,486.3,Dirty,Somewhat safe,Very unsatisfied
1834,Tuesday,AMERICAN,DEST_834,Midwest US,Hub,Gates 70-90,2018-12-31,486.2,Dirty,Neutral,Neutral
1835,Thursday,JETBLUE,DEST_835,EAST US,Medium     ,Gates 91-102,2018-12-31,534.2,Somewhat dirty,Somewhat unsafe,Somewhat satisfied
1836,Wednesday,CHINA EASTERN,DEST_836,East US,Medium,Gates 20-39,2018-12-31,423.7,Clean,Somewhat unsafe,Neutral
1837,Sunday,ALASKA,DEST_837,Europe,    Large,Gates 50-59,2018-12-31,453.5,Clean,Very safe,Neutral
1838,Monday,SOUTHWEST,DEST_838,Australia/New Zealand,    Medium,Gates 1-12,2018-12-31,464.3,Average,Somewhat safe,Very unsatisfied
1839,Monday,UNITED,DEST_839,East US,    Hub,Gates 1-12,2018-12-31,555.2,Somewhat clean,Somewhat safe,Somewhat satisfied
1840,Wednesday,JETBLUE,DEST_840,West US,Small,Gates 70-90,2018-12-31,571.5,Unacceptable,Neutral,Somewhat unsatisfied
1841,Friday,UNITED,DEST_841,East US,Medium,Gates 50-59,2018-12-31,30.2,Somewhat clean,Somewhat safe,Very satisfied
1842,Tuesday,ALASKA,DEST_842,Canada/Mexico,Medium,Gates 40-48,2018-12-31,463.6,Average,Somewhat safe,Neutral
1843,Thursday,ALASKA,DEST_843,East US,Large,Gates 40-48,2018-12-31,57.3,Average,Somewhat safe,Very unsatisfied
1844,Tuesday,UNITED INTL,DEST_844,middle east,Small,Gates 50-59,2018-12-31,152.3,Somewhat dirty,Very safe,Very satisfied
1845,Wednesday,UNITED,DEST_845,Central/South America,Medium     ,Gates 40-48,2018-12-31,528.5,Dirty,Very unsafe,Very unsatisfied
1846,Friday,ALASKA,DEST_846,Australia/New Zealand,Large     ,Gates 50-59,2018-12-31,509.2,Unacceptable,Very unsafe,Somewhat satisfied
1847,Wednesday,AMERICAN,DEST_847,Asia,    Medium,Gates 1-12,2018-12-31,538.3,Average,Very unsafe,Neutral
1848,Sunday,ALASKA,DEST_848,Australia/New Zealand,Large,Gates 50-59,2018-12-31,394.4,Unacceptable,Neutral,Very satisfied
1849,Friday,SOUTHWEST,DEST_849,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,369.0,Unacceptable,Somewhat unsafe,Very unsatisfied
1850,Friday,JETBLUE,DEST_850,Europe,    Hub,Gates 40-48,2018-12-31,424.9,Clean,Somewhat safe,Somewhat satisfied
1851,Sunday,SOUTHWEST,DEST_851,eur,    Small,Gates 70-90,2018-12-31,178.5,Average,Somewhat unsafe,Somewhat satisfied
1852,Wednesday,ALASKA,DEST_852,Australia/New Zealand,Hub,Gates 50-59,2018-12-31,539.4,Unacceptable,Somewhat safe,Somewhat unsatisfied
1853,Friday,AMERICAN,DEST_853,West US,Medium     ,Gates 70-90,2018-12-31,56.8,Clean,Very unsafe,Neutral
1854,Sunday,AMERICAN,DEST_854,Middle East,Large,Gates 1-12,2018-12-31,36.9,Average,Very safe,Somewhat satisfied
1855,Tuesday,UNITED,DEST_855,middle east,Large,Gates 50-59,2018-12-31,465.8,Average,Very unsafe,Somewhat unsatisfied
1856,Saturday,UNITED,DEST_856,EAST US,Large     ,Gates 70-90,2018-12-31,101.9,Clean,Neutral,Very satisfied
1857,Thursday,JETBLUE,DEST_857,Middle East,Medium,Gates 70-90,2018-12-31,129.7,Average,Very safe,Very satisfied
1858,Monday,AMERICAN,DEST_858,Europe,Hub     ,Gates 20-39,2018-12-31,170.1,Somewhat dirty,Somewhat unsafe,Very satisfied
1859,Sunday,JETBLUE,DEST_859,Middle East,    Hub,Gates 1-12,2018-12-31,509.8,Somewhat dirty,Somewhat unsafe,Somewhat satisfied
1860,Thursday,UNITED INTL,DEST_860,Asia,Medium     ,Gates 1-12,2018-12-31,203.0,Average,Very safe,Somewhat satisfied
1861,Thursday,AMERICAN,DEST_861,West US,    Hub,Gates 1-12,2018-12-31,556.3,Average,Very unsafe,Somewhat unsatisfied
1862,Monday,CHINA EASTERN,DEST_862,eur,    Large,Gates 50-59,2018-12-31,208.8,Clean,Neutral,Somewhat unsatisfied
1863,Sunday,UNITED,DEST_863,Central/South America,Large,Gates 70-90,2018-12-31,126.5,Unacceptable,Very safe,Somewhat satisfied
1864,Sunday,AMERICAN,DEST_864,East US,Large,Gates 40-48,2018-12-31,352.8,Average,Neutral,Very unsatisfied
1865,Monday,ALASKA,DEST_865,East US,    Hub,Gates 91-102,2018-12-31,304.3,Dirty,Neutral,Neutral
1866,Friday,AMERICAN,DEST_866,middle east,    Medium,Gates 91-102,2018-12-31,44.4,Unacceptable,Neutral,Very satisfied
1867,Wednesday,JETBLUE,DEST_867,Central/South America,Large     ,Gates 91-102,2018-12-31,371.5,Somewhat dirty,Very unsafe,Somewhat satisfied
1868,Monday,CHINA EASTERN,DEST_868,middle east,Medium     ,Gates 40-48,2018-12-31,260.5,Average,Very safe,Somewhat satisfied
1869,Friday,AMERICAN,DEST_869,eur,Large     ,Gates 50-59,2018-12-31,525.7,Somewhat clean,Neutral,Neutral
1870,Tuesday,AMERICAN,DEST_870,East US,Small,Gates 70-90,2018-12-31,560.8,Clean,Neutral,Very unsatisfied
1871,Monday,DELTA,DEST_871,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,259.1,Average,Very safe,Very satisfied
1872,Wednesday,CHINA EASTERN,DEST_872,West US,Hub     ,Gates 40-48,2018-12-31,198.3,Clean,Somewhat unsafe,Very unsatisfied
1873,Thursday,ALASKA,DEST_873,Middle East,    Small,Gates 91-102,2018-12-31,136.3,Unacceptable,Somewhat safe,Neutral
